org_name,merchant_name,mcc,address,geo_coordinates,org_description,link
Hotels.com, HOTELSCOM8128188765721,4722,no address,no coordinates," Hotels.com - это сайт для бронирования номеров в отелях онлайн и по телефону. Компания имеет 85 веб-сайтов на 34 языках и перечисляет более 325 000 отелей в примерно 19 000 мест. Его инвентарь включает в себя отели и пансионаты, а также некоторые квартиры и другие виды коммерческого жилья.",https://merchantpoint.ru/brand/1
Hotels.com, HOTELSCOM8139574912044,4722,no address,no coordinates," Hotels.com - это сайт для бронирования номеров в отелях онлайн и по телефону. Компания имеет 85 веб-сайтов на 34 языках и перечисляет более 325 000 отелей в примерно 19 000 мест. Его инвентарь включает в себя отели и пансионаты, а также некоторые квартиры и другие виды коммерческого жилья.",https://merchantpoint.ru/brand/1
Hotels.com, HOTELSCOM160993849593,4722,no address,no coordinates," Hotels.com - это сайт для бронирования номеров в отелях онлайн и по телефону. Компания имеет 85 веб-сайтов на 34 языках и перечисляет более 325 000 отелей в примерно 19 000 мест. Его инвентарь включает в себя отели и пансионаты, а также некоторые квартиры и другие виды коммерческого жилья.",https://merchantpoint.ru/brand/1
OZON, MA0002568058,4215,no address,no coordinates," Ozon - уникальный российский интернет-магазин с более чем 100 миллионами товаров в 20 категориях. Здесь вы найдете все, что только можно себе представить: от электроники и бытовой техники до товаров для дома, мам и детей, спорта и отдыха, антиквариата и многого другого. Компания занимает почетное шестое место в списке самых дорогих компаний российской сети Интернета и продолжает демонстрировать стабильный рост продаж. В 2019 году Ozon.ru вошел в пятерку самых дорогих компаний Рунета по версии журнала Forbes. Не смотря на операционные убытки, магазин остается популярным среди миллионов покупателей, которые ценят широкий ассортимент и удобство покупок. Созданный в 1998 году, на данный момент Ozon является одним из лидеров электронной коммерции в России, предлагая уникальную возможность покупок онлайн в любое удобное для вас время.",https://merchantpoint.ru/brand/1
OZON, MA0001741068,4215,no address,no coordinates," Ozon - уникальный российский интернет-магазин с более чем 100 миллионами товаров в 20 категориях. Здесь вы найдете все, что только можно себе представить: от электроники и бытовой техники до товаров для дома, мам и детей, спорта и отдыха, антиквариата и многого другого. Компания занимает почетное шестое место в списке самых дорогих компаний российской сети Интернета и продолжает демонстрировать стабильный рост продаж. В 2019 году Ozon.ru вошел в пятерку самых дорогих компаний Рунета по версии журнала Forbes. Не смотря на операционные убытки, магазин остается популярным среди миллионов покупателей, которые ценят широкий ассортимент и удобство покупок. Созданный в 1998 году, на данный момент Ozon является одним из лидеров электронной коммерции в России, предлагая уникальную возможность покупок онлайн в любое удобное для вас время.",https://merchantpoint.ru/brand/1
OZON, MA0000439962,4215,no address,no coordinates," Ozon - уникальный российский интернет-магазин с более чем 100 миллионами товаров в 20 категориях. Здесь вы найдете все, что только можно себе представить: от электроники и бытовой техники до товаров для дома, мам и детей, спорта и отдыха, антиквариата и многого другого. Компания занимает почетное шестое место в списке самых дорогих компаний российской сети Интернета и продолжает демонстрировать стабильный рост продаж. В 2019 году Ozon.ru вошел в пятерку самых дорогих компаний Рунета по версии журнала Forbes. Не смотря на операционные убытки, магазин остается популярным среди миллионов покупателей, которые ценят широкий ассортимент и удобство покупок. Созданный в 1998 году, на данный момент Ozon является одним из лидеров электронной коммерции в России, предлагая уникальную возможность покупок онлайн в любое удобное для вас время.",https://merchantpoint.ru/brand/1
OZON, MA0002279996,5399,no address,no coordinates," Ozon - уникальный российский интернет-магазин с более чем 100 миллионами товаров в 20 категориях. Здесь вы найдете все, что только можно себе представить: от электроники и бытовой техники до товаров для дома, мам и детей, спорта и отдыха, антиквариата и многого другого. Компания занимает почетное шестое место в списке самых дорогих компаний российской сети Интернета и продолжает демонстрировать стабильный рост продаж. В 2019 году Ozon.ru вошел в пятерку самых дорогих компаний Рунета по версии журнала Forbes. Не смотря на операционные убытки, магазин остается популярным среди миллионов покупателей, которые ценят широкий ассортимент и удобство покупок. Созданный в 1998 году, на данный момент Ozon является одним из лидеров электронной коммерции в России, предлагая уникальную возможность покупок онлайн в любое удобное для вас время.",https://merchantpoint.ru/brand/1
OZON, MA0002544462,4215,no address,no coordinates," Ozon - уникальный российский интернет-магазин с более чем 100 миллионами товаров в 20 категориях. Здесь вы найдете все, что только можно себе представить: от электроники и бытовой техники до товаров для дома, мам и детей, спорта и отдыха, антиквариата и многого другого. Компания занимает почетное шестое место в списке самых дорогих компаний российской сети Интернета и продолжает демонстрировать стабильный рост продаж. В 2019 году Ozon.ru вошел в пятерку самых дорогих компаний Рунета по версии журнала Forbes. Не смотря на операционные убытки, магазин остается популярным среди миллионов покупателей, которые ценят широкий ассортимент и удобство покупок. Созданный в 1998 году, на данный момент Ozon является одним из лидеров электронной коммерции в России, предлагая уникальную возможность покупок онлайн в любое удобное для вас время.",https://merchantpoint.ru/brand/1
OZON, MA0002545954,4215,no address,no coordinates," Ozon - уникальный российский интернет-магазин с более чем 100 миллионами товаров в 20 категориях. Здесь вы найдете все, что только можно себе представить: от электроники и бытовой техники до товаров для дома, мам и детей, спорта и отдыха, антиквариата и многого другого. Компания занимает почетное шестое место в списке самых дорогих компаний российской сети Интернета и продолжает демонстрировать стабильный рост продаж. В 2019 году Ozon.ru вошел в пятерку самых дорогих компаний Рунета по версии журнала Forbes. Не смотря на операционные убытки, магазин остается популярным среди миллионов покупателей, которые ценят широкий ассортимент и удобство покупок. Созданный в 1998 году, на данный момент Ozon является одним из лидеров электронной коммерции в России, предлагая уникальную возможность покупок онлайн в любое удобное для вас время.",https://merchantpoint.ru/brand/1
OZON, MA0002544828,4215,no address,no coordinates," Ozon - уникальный российский интернет-магазин с более чем 100 миллионами товаров в 20 категориях. Здесь вы найдете все, что только можно себе представить: от электроники и бытовой техники до товаров для дома, мам и детей, спорта и отдыха, антиквариата и многого другого. Компания занимает почетное шестое место в списке самых дорогих компаний российской сети Интернета и продолжает демонстрировать стабильный рост продаж. В 2019 году Ozon.ru вошел в пятерку самых дорогих компаний Рунета по версии журнала Forbes. Не смотря на операционные убытки, магазин остается популярным среди миллионов покупателей, которые ценят широкий ассортимент и удобство покупок. Созданный в 1998 году, на данный момент Ozon является одним из лидеров электронной коммерции в России, предлагая уникальную возможность покупок онлайн в любое удобное для вас время.",https://merchantpoint.ru/brand/1
OZON, GAGARINA OZON,5331,no address,no coordinates," Ozon - уникальный российский интернет-магазин с более чем 100 миллионами товаров в 20 категориях. Здесь вы найдете все, что только можно себе представить: от электроники и бытовой техники до товаров для дома, мам и детей, спорта и отдыха, антиквариата и многого другого. Компания занимает почетное шестое место в списке самых дорогих компаний российской сети Интернета и продолжает демонстрировать стабильный рост продаж. В 2019 году Ozon.ru вошел в пятерку самых дорогих компаний Рунета по версии журнала Forbes. Не смотря на операционные убытки, магазин остается популярным среди миллионов покупателей, которые ценят широкий ассортимент и удобство покупок. Созданный в 1998 году, на данный момент Ozon является одним из лидеров электронной коммерции в России, предлагая уникальную возможность покупок онлайн в любое удобное для вас время.",https://merchantpoint.ru/brand/1
OZON, MAGAZIN OZON,5331,no address,no coordinates," Ozon - уникальный российский интернет-магазин с более чем 100 миллионами товаров в 20 категориях. Здесь вы найдете все, что только можно себе представить: от электроники и бытовой техники до товаров для дома, мам и детей, спорта и отдыха, антиквариата и многого другого. Компания занимает почетное шестое место в списке самых дорогих компаний российской сети Интернета и продолжает демонстрировать стабильный рост продаж. В 2019 году Ozon.ru вошел в пятерку самых дорогих компаний Рунета по версии журнала Forbes. Не смотря на операционные убытки, магазин остается популярным среди миллионов покупателей, которые ценят широкий ассортимент и удобство покупок. Созданный в 1998 году, на данный момент Ozon является одним из лидеров электронной коммерции в России, предлагая уникальную возможность покупок онлайн в любое удобное для вас время.",https://merchantpoint.ru/brand/1
OZON, MECHNIKOVA OZON,5331,no address,no coordinates," Ozon - уникальный российский интернет-магазин с более чем 100 миллионами товаров в 20 категориях. Здесь вы найдете все, что только можно себе представить: от электроники и бытовой техники до товаров для дома, мам и детей, спорта и отдыха, антиквариата и многого другого. Компания занимает почетное шестое место в списке самых дорогих компаний российской сети Интернета и продолжает демонстрировать стабильный рост продаж. В 2019 году Ozon.ru вошел в пятерку самых дорогих компаний Рунета по версии журнала Forbes. Не смотря на операционные убытки, магазин остается популярным среди миллионов покупателей, которые ценят широкий ассортимент и удобство покупок. Созданный в 1998 году, на данный момент Ozon является одним из лидеров электронной коммерции в России, предлагая уникальную возможность покупок онлайн в любое удобное для вас время.",https://merchantpoint.ru/brand/1
OZON, CENTR VYDACHI OZON,5200,no address,no coordinates," Ozon - уникальный российский интернет-магазин с более чем 100 миллионами товаров в 20 категориях. Здесь вы найдете все, что только можно себе представить: от электроники и бытовой техники до товаров для дома, мам и детей, спорта и отдыха, антиквариата и многого другого. Компания занимает почетное шестое место в списке самых дорогих компаний российской сети Интернета и продолжает демонстрировать стабильный рост продаж. В 2019 году Ozon.ru вошел в пятерку самых дорогих компаний Рунета по версии журнала Forbes. Не смотря на операционные убытки, магазин остается популярным среди миллионов покупателей, которые ценят широкий ассортимент и удобство покупок. Созданный в 1998 году, на данный момент Ozon является одним из лидеров электронной коммерции в России, предлагая уникальную возможность покупок онлайн в любое удобное для вас время.",https://merchantpoint.ru/brand/1
OZON, ozon.ru punkt vydachi,8999,no address,no coordinates," Ozon - уникальный российский интернет-магазин с более чем 100 миллионами товаров в 20 категориях. Здесь вы найдете все, что только можно себе представить: от электроники и бытовой техники до товаров для дома, мам и детей, спорта и отдыха, антиквариата и многого другого. Компания занимает почетное шестое место в списке самых дорогих компаний российской сети Интернета и продолжает демонстрировать стабильный рост продаж. В 2019 году Ozon.ru вошел в пятерку самых дорогих компаний Рунета по версии журнала Forbes. Не смотря на операционные убытки, магазин остается популярным среди миллионов покупателей, которые ценят широкий ассортимент и удобство покупок. Созданный в 1998 году, на данный момент Ozon является одним из лидеров электронной коммерции в России, предлагая уникальную возможность покупок онлайн в любое удобное для вас время.",https://merchantpoint.ru/brand/1
Макдоналдс, MACDONALDS AVEIRO P DOCE,5812,no address,no coordinates," McDonald’s — американская корпорация, работающая в сфере общественного питания, крупнейшая в мире сеть ресторанов быстрого питания, работающая по системе франчайзинга. На конец 2018 года под торговой маркой McDonald’s работало 37 855 ресторанов, из них 35 085 на правах франчайзинга.",https://merchantpoint.ru/brand/1
Макдоналдс, MACDONALDS EL MIRADOR,5814,no address,no coordinates," McDonald’s — американская корпорация, работающая в сфере общественного питания, крупнейшая в мире сеть ресторанов быстрого питания, работающая по системе франчайзинга. На конец 2018 года под торговой маркой McDonald’s работало 37 855 ресторанов, из них 35 085 на правах франчайзинга.",https://merchantpoint.ru/brand/1
Макдоналдс, MACDONALDS,5812,no address,no coordinates," McDonald’s — американская корпорация, работающая в сфере общественного питания, крупнейшая в мире сеть ресторанов быстрого питания, работающая по системе франчайзинга. На конец 2018 года под торговой маркой McDonald’s работало 37 855 ресторанов, из них 35 085 на правах франчайзинга.",https://merchantpoint.ru/brand/1
Макдоналдс, MACDONALDS 26217,5814,no address,no coordinates," McDonald’s — американская корпорация, работающая в сфере общественного питания, крупнейшая в мире сеть ресторанов быстрого питания, работающая по системе франчайзинга. На конец 2018 года под торговой маркой McDonald’s работало 37 855 ресторанов, из них 35 085 на правах франчайзинга.",https://merchantpoint.ru/brand/1
Макдоналдс, MACDONALDS AVEIRO P DO,5812,no address,no coordinates," McDonald’s — американская корпорация, работающая в сфере общественного питания, крупнейшая в мире сеть ресторанов быстрого питания, работающая по системе франчайзинга. На конец 2018 года под торговой маркой McDonald’s работало 37 855 ресторанов, из них 35 085 на правах франчайзинга.",https://merchantpoint.ru/brand/1
Sixt, SIXT CAR 04SEP LFAE,3355,no address,no coordinates," SIXT — европейская компания, оказывающая услуги проката автомобиля с широкой международной сетью представительств. По состоянию на 2012 год компания представлена более 4500 пунктами проката в 105 странах мира, парк автомобилей составляет более 220 000 транспортных средств.",https://merchantpoint.ru/brand/1
Sixt, SIXT CAR 9418783160/00,3355,no address,no coordinates," SIXT — европейская компания, оказывающая услуги проката автомобиля с широкой международной сетью представительств. По состоянию на 2012 год компания представлена более 4500 пунктами проката в 105 странах мира, парк автомобилей составляет более 220 000 транспортных средств.",https://merchantpoint.ru/brand/1
Sixt, SIXT CAR 9390663349/00,3355,no address,no coordinates," SIXT — европейская компания, оказывающая услуги проката автомобиля с широкой международной сетью представительств. По состоянию на 2012 год компания представлена более 4500 пунктами проката в 105 странах мира, парк автомобилей составляет более 220 000 транспортных средств.",https://merchantpoint.ru/brand/1
Sixt, SIXT CAR 3947966,3355,no address,no coordinates," SIXT — европейская компания, оказывающая услуги проката автомобиля с широкой международной сетью представительств. По состоянию на 2012 год компания представлена более 4500 пунктами проката в 105 странах мира, парк автомобилей составляет более 220 000 транспортных средств.",https://merchantpoint.ru/brand/1
Sixt, SIXT CAR 9414138293/00,3355,no address,no coordinates," SIXT — европейская компания, оказывающая услуги проката автомобиля с широкой международной сетью представительств. По состоянию на 2012 год компания представлена более 4500 пунктами проката в 105 странах мира, парк автомобилей составляет более 220 000 транспортных средств.",https://merchantpoint.ru/brand/1
Booking.com, Hotel on Booking.com 2 .,7011,no address,no coordinates," Booking.com — система интернет-бронирования отелей, основана в Амстердаме в 1996 году, приобретена в 2005 году за $133 000 000 американской компанией англ. The Priceline Group, фокусирующейся на европейский рынок. Штаб-квартира компании находится в Амстердаме, Нидерланды.",https://merchantpoint.ru/brand/1
Booking.com, 2888220-6SWSJ BOOKING.,7011,no address,no coordinates," Booking.com — система интернет-бронирования отелей, основана в Амстердаме в 1996 году, приобретена в 2005 году за $133 000 000 американской компанией англ. The Priceline Group, фокусирующейся на европейский рынок. Штаб-квартира компании находится в Амстердаме, Нидерланды.",https://merchantpoint.ru/brand/1
Booking.com, BBASIC_3-QW205 BOOKING.CO,7011,no address,no coordinates," Booking.com — система интернет-бронирования отелей, основана в Амстердаме в 1996 году, приобретена в 2005 году за $133 000 000 американской компанией англ. The Priceline Group, фокусирующейся на европейский рынок. Штаб-квартира компании находится в Амстердаме, Нидерланды.",https://merchantpoint.ru/brand/1
Booking.com, Hotel on Booking.com 2608,7011,no address,no coordinates," Booking.com — система интернет-бронирования отелей, основана в Амстердаме в 1996 году, приобретена в 2005 году за $133 000 000 американской компанией англ. The Priceline Group, фокусирующейся на европейский рынок. Штаб-квартира компании находится в Амстердаме, Нидерланды.",https://merchantpoint.ru/brand/1
Booking.com, Hotel on Booking.com Cala,7011,no address,no coordinates," Booking.com — система интернет-бронирования отелей, основана в Амстердаме в 1996 году, приобретена в 2005 году за $133 000 000 американской компанией англ. The Priceline Group, фокусирующейся на европейский рынок. Штаб-квартира компании находится в Амстердаме, Нидерланды.",https://merchantpoint.ru/brand/1
Air France, AIR FRANCE  0571436053123,3007,no address,no coordinates, Air France — дочерняя авиакомпания Air France-KLM. Является одной из крупнейших авиакомпаний и одной из старейших. Является единственным эксплуатантом европейский авиалайнеров Аirbus A318. Авиакомпания до слияния с KLM была главной национальной авиакомпанией Франции со штатом работников 71 654 сотрудника.,https://merchantpoint.ru/brand/1
Air France, AIR FRANCE  0571436053013,3007,no address,no coordinates, Air France — дочерняя авиакомпания Air France-KLM. Является одной из крупнейших авиакомпаний и одной из старейших. Является единственным эксплуатантом европейский авиалайнеров Аirbus A318. Авиакомпания до слияния с KLM была главной национальной авиакомпанией Франции со штатом работников 71 654 сотрудника.,https://merchantpoint.ru/brand/1
Air France, AIR FRANCE  0571439135875,3007,no address,no coordinates, Air France — дочерняя авиакомпания Air France-KLM. Является одной из крупнейших авиакомпаний и одной из старейших. Является единственным эксплуатантом европейский авиалайнеров Аirbus A318. Авиакомпания до слияния с KLM была главной национальной авиакомпанией Франции со штатом работников 71 654 сотрудника.,https://merchantpoint.ru/brand/1
Air France, AIR FRANCE  0573461874151,3007,no address,no coordinates, Air France — дочерняя авиакомпания Air France-KLM. Является одной из крупнейших авиакомпаний и одной из старейших. Является единственным эксплуатантом европейский авиалайнеров Аirbus A318. Авиакомпания до слияния с KLM была главной национальной авиакомпанией Франции со штатом работников 71 654 сотрудника.,https://merchantpoint.ru/brand/1
Air France, AIR FRANCE  0571426763456,3007,no address,no coordinates, Air France — дочерняя авиакомпания Air France-KLM. Является одной из крупнейших авиакомпаний и одной из старейших. Является единственным эксплуатантом европейский авиалайнеров Аirbus A318. Авиакомпания до слияния с KLM была главной национальной авиакомпанией Франции со штатом работников 71 654 сотрудника.,https://merchantpoint.ru/brand/1
Starbucks, STARBUCKSSHISUI PA KUDARI,5814,no address,no coordinates," Starbucks Corporation, «Стáрбакс» — американская компания по продаже кофе и одноимённая сеть кофеен. Основана в Сиэтле в 1971 году. На сентябрь 2018 года сеть Starbucks объединяла свыше 29 тысяч торговых точек в 75 странах мира.",https://merchantpoint.ru/brand/1
Starbucks, STARBUCKS-KLIA2 LANDSI,5812,no address,no coordinates," Starbucks Corporation, «Стáрбакс» — американская компания по продаже кофе и одноимённая сеть кофеен. Основана в Сиэтле в 1971 году. На сентябрь 2018 года сеть Starbucks объединяла свыше 29 тысяч торговых точек в 75 странах мира.",https://merchantpoint.ru/brand/1
Starbucks, Starbucks Aalborg,5411,no address,no coordinates," Starbucks Corporation, «Стáрбакс» — американская компания по продаже кофе и одноимённая сеть кофеен. Основана в Сиэтле в 1971 году. На сентябрь 2018 года сеть Starbucks объединяла свыше 29 тысяч торговых точек в 75 странах мира.",https://merchantpoint.ru/brand/1
Starbucks, STARBUCKS-PALACE CAFE-,5814,no address,no coordinates," Starbucks Corporation, «Стáрбакс» — американская компания по продаже кофе и одноимённая сеть кофеен. Основана в Сиэтле в 1971 году. На сентябрь 2018 года сеть Starbucks объединяла свыше 29 тысяч торговых точек в 75 странах мира.",https://merchantpoint.ru/brand/1
Starbucks, STARBUCKS COFFEE 880,5499,no address,no coordinates," Starbucks Corporation, «Стáрбакс» — американская компания по продаже кофе и одноимённая сеть кофеен. Основана в Сиэтле в 1971 году. На сентябрь 2018 года сеть Starbucks объединяла свыше 29 тысяч торговых точек в 75 странах мира.",https://merchantpoint.ru/brand/1
МТС, MA0003440671,4812,no address,no coordinates," МТС («Моби́льные Те́леСисте́мы») — российская компания, предоставляющая телекоммуникационные услуги, цифровые и медийные сервисы в России, Армении и Белоруссии под торговой маркой «МТС». Компания оказывает услуги сотовой связи (в стандартах UMTS (3G) , 4G, LTE и 5G), услуги проводной телефонной связи, мобильного и фиксированного, широкополосного доступа в Интернет, мобильного телевидения, кабельного телевидения, спутникового телевидения, цифрового телевидения, услуги по предоставлению медийного и развлекательного контента, финансовые услуги, а также конвергентные ИТ-решения в сфере интернета вещей, мониторинга, автоматизации процессов; обработки данных и облачных вычислений. По состоянию на сентябрь 2020 года компания во всех странах своего присутствия обслуживала 88 млн абонентов, в России — 78,2 млн абонентов.",https://merchantpoint.ru/brand/1
МТС, MA0000197285,5732,no address,no coordinates," МТС («Моби́льные Те́леСисте́мы») — российская компания, предоставляющая телекоммуникационные услуги, цифровые и медийные сервисы в России, Армении и Белоруссии под торговой маркой «МТС». Компания оказывает услуги сотовой связи (в стандартах UMTS (3G) , 4G, LTE и 5G), услуги проводной телефонной связи, мобильного и фиксированного, широкополосного доступа в Интернет, мобильного телевидения, кабельного телевидения, спутникового телевидения, цифрового телевидения, услуги по предоставлению медийного и развлекательного контента, финансовые услуги, а также конвергентные ИТ-решения в сфере интернета вещей, мониторинга, автоматизации процессов; обработки данных и облачных вычислений. По состоянию на сентябрь 2020 года компания во всех странах своего присутствия обслуживала 88 млн абонентов, в России — 78,2 млн абонентов.",https://merchantpoint.ru/brand/1
МТС, MA0000690805,4814,no address,no coordinates," МТС («Моби́льные Те́леСисте́мы») — российская компания, предоставляющая телекоммуникационные услуги, цифровые и медийные сервисы в России, Армении и Белоруссии под торговой маркой «МТС». Компания оказывает услуги сотовой связи (в стандартах UMTS (3G) , 4G, LTE и 5G), услуги проводной телефонной связи, мобильного и фиксированного, широкополосного доступа в Интернет, мобильного телевидения, кабельного телевидения, спутникового телевидения, цифрового телевидения, услуги по предоставлению медийного и развлекательного контента, финансовые услуги, а также конвергентные ИТ-решения в сфере интернета вещей, мониторинга, автоматизации процессов; обработки данных и облачных вычислений. По состоянию на сентябрь 2020 года компания во всех странах своего присутствия обслуживала 88 млн абонентов, в России — 78,2 млн абонентов.",https://merchantpoint.ru/brand/1
МТС, MA0003013605,5732,no address,no coordinates," МТС («Моби́льные Те́леСисте́мы») — российская компания, предоставляющая телекоммуникационные услуги, цифровые и медийные сервисы в России, Армении и Белоруссии под торговой маркой «МТС». Компания оказывает услуги сотовой связи (в стандартах UMTS (3G) , 4G, LTE и 5G), услуги проводной телефонной связи, мобильного и фиксированного, широкополосного доступа в Интернет, мобильного телевидения, кабельного телевидения, спутникового телевидения, цифрового телевидения, услуги по предоставлению медийного и развлекательного контента, финансовые услуги, а также конвергентные ИТ-решения в сфере интернета вещей, мониторинга, автоматизации процессов; обработки данных и облачных вычислений. По состоянию на сентябрь 2020 года компания во всех странах своего присутствия обслуживала 88 млн абонентов, в России — 78,2 млн абонентов.",https://merchantpoint.ru/brand/1
МТС, MA0000197292,5732,no address,no coordinates," МТС («Моби́льные Те́леСисте́мы») — российская компания, предоставляющая телекоммуникационные услуги, цифровые и медийные сервисы в России, Армении и Белоруссии под торговой маркой «МТС». Компания оказывает услуги сотовой связи (в стандартах UMTS (3G) , 4G, LTE и 5G), услуги проводной телефонной связи, мобильного и фиксированного, широкополосного доступа в Интернет, мобильного телевидения, кабельного телевидения, спутникового телевидения, цифрового телевидения, услуги по предоставлению медийного и развлекательного контента, финансовые услуги, а также конвергентные ИТ-решения в сфере интернета вещей, мониторинга, автоматизации процессов; обработки данных и облачных вычислений. По состоянию на сентябрь 2020 года компания во всех странах своего присутствия обслуживала 88 млн абонентов, в России — 78,2 млн абонентов.",https://merchantpoint.ru/brand/1
МТС, MA0000197370,5732,no address,no coordinates," МТС («Моби́льные Те́леСисте́мы») — российская компания, предоставляющая телекоммуникационные услуги, цифровые и медийные сервисы в России, Армении и Белоруссии под торговой маркой «МТС». Компания оказывает услуги сотовой связи (в стандартах UMTS (3G) , 4G, LTE и 5G), услуги проводной телефонной связи, мобильного и фиксированного, широкополосного доступа в Интернет, мобильного телевидения, кабельного телевидения, спутникового телевидения, цифрового телевидения, услуги по предоставлению медийного и развлекательного контента, финансовые услуги, а также конвергентные ИТ-решения в сфере интернета вещей, мониторинга, автоматизации процессов; обработки данных и облачных вычислений. По состоянию на сентябрь 2020 года компания во всех странах своего присутствия обслуживала 88 млн абонентов, в России — 78,2 млн абонентов.",https://merchantpoint.ru/brand/1
МТС, MA0003219240,5732,no address,no coordinates," МТС («Моби́льные Те́леСисте́мы») — российская компания, предоставляющая телекоммуникационные услуги, цифровые и медийные сервисы в России, Армении и Белоруссии под торговой маркой «МТС». Компания оказывает услуги сотовой связи (в стандартах UMTS (3G) , 4G, LTE и 5G), услуги проводной телефонной связи, мобильного и фиксированного, широкополосного доступа в Интернет, мобильного телевидения, кабельного телевидения, спутникового телевидения, цифрового телевидения, услуги по предоставлению медийного и развлекательного контента, финансовые услуги, а также конвергентные ИТ-решения в сфере интернета вещей, мониторинга, автоматизации процессов; обработки данных и облачных вычислений. По состоянию на сентябрь 2020 года компания во всех странах своего присутствия обслуживала 88 млн абонентов, в России — 78,2 млн абонентов.",https://merchantpoint.ru/brand/1
