org_name,merchant_name,mcc,address,geo_coordinates,org_description,link
ВТБ банк, VTB24-Online,6012,no address,no coordinates," Банк ВТБ — российский универсальный коммерческий банк c государственным участием. Банк ВТБ является головной структурой Группы ВТБ. Рыночная капитализация банка на август 2021 года — 648 миллиардов рублей (8,8 миллиардов долларов США). Клиентами банка по состоянию на 2020 год являются 13,9 миллионов человек и более 500 тысяч юридических лиц. По состоянию на 2020 год банк выдал системообразующим предприятиям более 1 триллиона рублей кредитов.С 13 февраля 2023 года банк предоставил возможность переводить деньги в китайских юанях со своих счетов в другие банки РФ, удерживая комиссию 1 % от суммы.Банк принял решение о допэмиссии в объёме 30,2 трлн акций, что в 2,5 раза больше прежнего объёма.",https://merchantpoint.ru/brand/1
ВТБ банк, VB24,6012,no address,no coordinates," Банк ВТБ — российский универсальный коммерческий банк c государственным участием. Банк ВТБ является головной структурой Группы ВТБ. Рыночная капитализация банка на август 2021 года — 648 миллиардов рублей (8,8 миллиардов долларов США). Клиентами банка по состоянию на 2020 год являются 13,9 миллионов человек и более 500 тысяч юридических лиц. По состоянию на 2020 год банк выдал системообразующим предприятиям более 1 триллиона рублей кредитов.С 13 февраля 2023 года банк предоставил возможность переводить деньги в китайских юанях со своих счетов в другие банки РФ, удерживая комиссию 1 % от суммы.Банк принял решение о допэмиссии в объёме 30,2 трлн акций, что в 2,5 раза больше прежнего объёма.",https://merchantpoint.ru/brand/1
ВТБ банк, MA0000253844,6211,no address,no coordinates," Банк ВТБ — российский универсальный коммерческий банк c государственным участием. Банк ВТБ является головной структурой Группы ВТБ. Рыночная капитализация банка на август 2021 года — 648 миллиардов рублей (8,8 миллиардов долларов США). Клиентами банка по состоянию на 2020 год являются 13,9 миллионов человек и более 500 тысяч юридических лиц. По состоянию на 2020 год банк выдал системообразующим предприятиям более 1 триллиона рублей кредитов.С 13 февраля 2023 года банк предоставил возможность переводить деньги в китайских юанях со своих счетов в другие банки РФ, удерживая комиссию 1 % от суммы.Банк принял решение о допэмиссии в объёме 30,2 трлн акций, что в 2,5 раза больше прежнего объёма.",https://merchantpoint.ru/brand/1
ВТБ банк," VB24 D. 14, UL. SOVETS",6536,no address,no coordinates," Банк ВТБ — российский универсальный коммерческий банк c государственным участием. Банк ВТБ является головной структурой Группы ВТБ. Рыночная капитализация банка на август 2021 года — 648 миллиардов рублей (8,8 миллиардов долларов США). Клиентами банка по состоянию на 2020 год являются 13,9 миллионов человек и более 500 тысяч юридических лиц. По состоянию на 2020 год банк выдал системообразующим предприятиям более 1 триллиона рублей кредитов.С 13 февраля 2023 года банк предоставил возможность переводить деньги в китайских юанях со своих счетов в другие банки РФ, удерживая комиссию 1 % от суммы.Банк принял решение о допэмиссии в объёме 30,2 трлн акций, что в 2,5 раза больше прежнего объёма.",https://merchantpoint.ru/brand/1
ВТБ банк, VTB24-Online-E,6012,no address,no coordinates," Банк ВТБ — российский универсальный коммерческий банк c государственным участием. Банк ВТБ является головной структурой Группы ВТБ. Рыночная капитализация банка на август 2021 года — 648 миллиардов рублей (8,8 миллиардов долларов США). Клиентами банка по состоянию на 2020 год являются 13,9 миллионов человек и более 500 тысяч юридических лиц. По состоянию на 2020 год банк выдал системообразующим предприятиям более 1 триллиона рублей кредитов.С 13 февраля 2023 года банк предоставил возможность переводить деньги в китайских юанях со своих счетов в другие банки РФ, удерживая комиссию 1 % от суммы.Банк принял решение о допэмиссии в объёме 30,2 трлн акций, что в 2,5 раза больше прежнего объёма.",https://merchantpoint.ru/brand/1
ВТБ банк, Card2Card,6012,no address,no coordinates," Банк ВТБ — российский универсальный коммерческий банк c государственным участием. Банк ВТБ является головной структурой Группы ВТБ. Рыночная капитализация банка на август 2021 года — 648 миллиардов рублей (8,8 миллиардов долларов США). Клиентами банка по состоянию на 2020 год являются 13,9 миллионов человек и более 500 тысяч юридических лиц. По состоянию на 2020 год банк выдал системообразующим предприятиям более 1 триллиона рублей кредитов.С 13 февраля 2023 года банк предоставил возможность переводить деньги в китайских юанях со своих счетов в другие банки РФ, удерживая комиссию 1 % от суммы.Банк принял решение о допэмиссии в объёме 30,2 трлн акций, что в 2,5 раза больше прежнего объёма.",https://merchantpoint.ru/brand/1
СберБанк, SBOL_CARD2CARD,6538,no address,no coordinates," Сбербанк Онлайн — мобильный банк Сбербанка, представленный браузерной версией и приложениями для операционных систем iOS и Android. Первоначально запущен в апреле 2008 года как сервис «Электронная Сберкасса» для управления сберегательными книжками.",https://merchantpoint.ru/brand/1
СберБанк, SBOL,6536,no address,no coordinates," Сбербанк Онлайн — мобильный банк Сбербанка, представленный браузерной версией и приложениями для операционных систем iOS и Android. Первоначально запущен в апреле 2008 года как сервис «Электронная Сберкасса» для управления сберегательными книжками.",https://merchantpoint.ru/brand/1
СберБанк, SBERBANK_CARD2CARD,6538,no address,no coordinates," Сбербанк Онлайн — мобильный банк Сбербанка, представленный браузерной версией и приложениями для операционных систем iOS и Android. Первоначально запущен в апреле 2008 года как сервис «Электронная Сберкасса» для управления сберегательными книжками.",https://merchantpoint.ru/brand/1
СберБанк, SBOL_CARD2CARD,6012,no address,no coordinates," Сбербанк Онлайн — мобильный банк Сбербанка, представленный браузерной версией и приложениями для операционных систем iOS и Android. Первоначально запущен в апреле 2008 года как сервис «Электронная Сберкасса» для управления сберегательными книжками.",https://merchantpoint.ru/brand/1
СберБанк, ATM 60016527,6011,no address,no coordinates," Сбербанк Онлайн — мобильный банк Сбербанка, представленный браузерной версией и приложениями для операционных систем iOS и Android. Первоначально запущен в апреле 2008 года как сервис «Электронная Сберкасса» для управления сберегательными книжками.",https://merchantpoint.ru/brand/1
Bolt, BOLT N1 TM12,4789,no address,no coordinates," Bolt ранее известная как Taxify — эстонская частная компания, создатель мобильного приложения для вызова такси и других сервисов. Офис компании находится в Таллине.",https://merchantpoint.ru/brand/1
Bolt, MA0000426372,5411,no address,no coordinates," Bolt ранее известная как Taxify — эстонская частная компания, создатель мобильного приложения для вызова такси и других сервисов. Офис компании находится в Таллине.",https://merchantpoint.ru/brand/1
Bolt, BOLT N1 TM24,4789,no address,no coordinates," Bolt ранее известная как Taxify — эстонская частная компания, создатель мобильного приложения для вызова такси и других сервисов. Офис компании находится в Таллине.",https://merchantpoint.ru/brand/1
Bolt, bolt.eu,4121,no address,no coordinates," Bolt ранее известная как Taxify — эстонская частная компания, создатель мобильного приложения для вызова такси и других сервисов. Офис компании находится в Таллине.",https://merchantpoint.ru/brand/1
Bolt, CRV*BOLT.EU /OU/190807,4121,no address,no coordinates," Bolt ранее известная как Taxify — эстонская частная компания, создатель мобильного приложения для вызова такси и других сервисов. Офис компании находится в Таллине.",https://merchantpoint.ru/brand/1
Bolt, BOLT N1 TM7,4789,no address,no coordinates," Bolt ранее известная как Taxify — эстонская частная компания, создатель мобильного приложения для вызова такси и других сервисов. Офис компании находится в Таллине.",https://merchantpoint.ru/brand/1
Airbnb, AIRBNB.COM,7011,no address,no coordinates, Airbnb — онлайн-площадка для размещения и поиска краткосрочной аренды частного жилья по всему миру.,https://merchantpoint.ru/brand/1
Airbnb, Airbnb Payments India,7011,no address,no coordinates, Airbnb — онлайн-площадка для размещения и поиска краткосрочной аренды частного жилья по всему миру.,https://merchantpoint.ru/brand/1
Airbnb, AIRBNB GIFTCARD,5999,no address,no coordinates, Airbnb — онлайн-площадка для размещения и поиска краткосрочной аренды частного жилья по всему миру.,https://merchantpoint.ru/brand/1
Airbnb, AIRBNB,7011,no address,no coordinates, Airbnb — онлайн-площадка для размещения и поиска краткосрочной аренды частного жилья по всему миру.,https://merchantpoint.ru/brand/1
Airbnb, AIRBNB,4722,no address,no coordinates, Airbnb — онлайн-площадка для размещения и поиска краткосрочной аренды частного жилья по всему миру.,https://merchantpoint.ru/brand/1
Купибилет, KUPIBILET US,4722,no address,no coordinates, ,https://merchantpoint.ru/brand/1
Купибилет, Kupibilet SUHB09WW,4121,no address,no coordinates, ,https://merchantpoint.ru/brand/1
Купибилет, kupibilet,4511,no address,no coordinates, ,https://merchantpoint.ru/brand/1
Купибилет, tch.kupibilet.ru,4511,no address,no coordinates, ,https://merchantpoint.ru/brand/1
Купибилет, Kupibilet,4722,no address,no coordinates, ,https://merchantpoint.ru/brand/1
Uber, BC UBER CREDITS,4121,no address,no coordinates," Uber Technologies Inc.; Uber — американская международная публичная компания из Сан-Франциско, создавшая одноимённое мобильное приложение для поиска, вызова и оплаты такси или частных водителей и доставки еды.",https://merchantpoint.ru/brand/1
Uber, CRV*UBER TRIP HELP.UBER.C,4121,no address,no coordinates," Uber Technologies Inc.; Uber — американская международная публичная компания из Сан-Франциско, создавшая одноимённое мобильное приложение для поиска, вызова и оплаты такси или частных водителей и доставки еды.",https://merchantpoint.ru/brand/1
Uber, YM*Uber,4121,no address,no coordinates," Uber Technologies Inc.; Uber — американская международная публичная компания из Сан-Франциско, создавшая одноимённое мобильное приложение для поиска, вызова и оплаты такси или частных водителей и доставки еды.",https://merchantpoint.ru/brand/1
Uber, CRV*UBER TRIP HELP.UBE,4121,no address,no coordinates," Uber Technologies Inc.; Uber — американская международная публичная компания из Сан-Франциско, создавшая одноимённое мобильное приложение для поиска, вызова и оплаты такси или частных водителей и доставки еды.",https://merchantpoint.ru/brand/1
Uber, MB0000590383,4121,no address,no coordinates," Uber Technologies Inc.; Uber — американская международная публичная компания из Сан-Франциско, создавшая одноимённое мобильное приложение для поиска, вызова и оплаты такси или частных водителей и доставки еды.",https://merchantpoint.ru/brand/1
Uber, BC *UBER CASH,4121,no address,no coordinates," Uber Technologies Inc.; Uber — американская международная публичная компания из Сан-Франциско, создавшая одноимённое мобильное приложение для поиска, вызова и оплаты такси или частных водителей и доставки еды.",https://merchantpoint.ru/brand/1
Utair, Utair Aviat 2981851221,4511,no address,no coordinates," Utair — российская авиакомпания, образующая вместе со своими многочисленными дочерними структурами, такими как ЮТэйр-Вертолётные услуги, ЮТэйр Карго и другими, один из крупнейших в стране авиахолдингов — группу «Ютэйр», занимающимся выполнением пассажирских и грузовых авиарейсов по России и за рубежом.",https://merchantpoint.ru/brand/1
Utair, UTAIR-IVR,4511,no address,no coordinates," Utair — российская авиакомпания, образующая вместе со своими многочисленными дочерними структурами, такими как ЮТэйр-Вертолётные услуги, ЮТэйр Карго и другими, один из крупнейших в стране авиахолдингов — группу «Ютэйр», занимающимся выполнением пассажирских и грузовых авиарейсов по России и за рубежом.",https://merchantpoint.ru/brand/1
Utair, Utair Aviat 2983661402040,4511,no address,no coordinates," Utair — российская авиакомпания, образующая вместе со своими многочисленными дочерними структурами, такими как ЮТэйр-Вертолётные услуги, ЮТэйр Карго и другими, один из крупнейших в стране авиахолдингов — группу «Ютэйр», занимающимся выполнением пассажирских и грузовых авиарейсов по России и за рубежом.",https://merchantpoint.ru/brand/1
Utair, Utair Aviat 2982042391924,4511,no address,no coordinates," Utair — российская авиакомпания, образующая вместе со своими многочисленными дочерними структурами, такими как ЮТэйр-Вертолётные услуги, ЮТэйр Карго и другими, один из крупнейших в стране авиахолдингов — группу «Ютэйр», занимающимся выполнением пассажирских и грузовых авиарейсов по России и за рубежом.",https://merchantpoint.ru/brand/1
Utair, UTAIR,4511,no address,no coordinates," Utair — российская авиакомпания, образующая вместе со своими многочисленными дочерними структурами, такими как ЮТэйр-Вертолётные услуги, ЮТэйр Карго и другими, один из крупнейших в стране авиахолдингов — группу «Ютэйр», занимающимся выполнением пассажирских и грузовых авиарейсов по России и за рубежом.",https://merchantpoint.ru/brand/1
tutu.ru, MB0000570120,4722,no address,no coordinates, Tutu.ru — российский сервис онлайн-продажи билетов на поезда и самолеты.,https://merchantpoint.ru/brand/1
tutu.ru, MA0003197512,4112,no address,no coordinates, Tutu.ru — российский сервис онлайн-продажи билетов на поезда и самолеты.,https://merchantpoint.ru/brand/1
tutu.ru, MB0000510558,4722,no address,no coordinates, Tutu.ru — российский сервис онлайн-продажи билетов на поезда и самолеты.,https://merchantpoint.ru/brand/1
tutu.ru, MA0003330723,4111,no address,no coordinates, Tutu.ru — российский сервис онлайн-продажи билетов на поезда и самолеты.,https://merchantpoint.ru/brand/1
tutu.ru, tch.tutu.ru,4511,no address,no coordinates, Tutu.ru — российский сервис онлайн-продажи билетов на поезда и самолеты.,https://merchantpoint.ru/brand/1
tutu.ru, TCH*WWW.TUTU1546146209123,4511,no address,no coordinates, Tutu.ru — российский сервис онлайн-продажи билетов на поезда и самолеты.,https://merchantpoint.ru/brand/1
tutu.ru, MA0000570331,4722,no address,no coordinates, Tutu.ru — российский сервис онлайн-продажи билетов на поезда и самолеты.,https://merchantpoint.ru/brand/1
tutu.ru, TCH*WWW.TUTU.RU,4511,no address,no coordinates, Tutu.ru — российский сервис онлайн-продажи билетов на поезда и самолеты.,https://merchantpoint.ru/brand/1
tutu.ru, MTUTU TOURS & TOURISM,4722,no address,no coordinates, Tutu.ru — российский сервис онлайн-продажи билетов на поезда и самолеты.,https://merchantpoint.ru/brand/1
tutu.ru, PAYPAL *TUTU.RU OPLATA,4722,no address,no coordinates, Tutu.ru — российский сервис онлайн-продажи билетов на поезда и самолеты.,https://merchantpoint.ru/brand/1
Магнит, UMA000024470,5411,no address,no coordinates," «Магнит» — российская сеть розничных магазинов, расположенная в 3,7 тыс. населённых пунктов и состоящая на 2020 год из около 15 тыс. небольших продуктовых магазинов, 500 супермаркетов, 5 тыс. магазинов парфюмерии и косметики, 1 тыс. аптек, а также нескольких магазинов других форматов.",https://merchantpoint.ru/brand/1
Магнит, FMA000024470,5411,no address,no coordinates," «Магнит» — российская сеть розничных магазинов, расположенная в 3,7 тыс. населённых пунктов и состоящая на 2020 год из около 15 тыс. небольших продуктовых магазинов, 500 супермаркетов, 5 тыс. магазинов парфюмерии и косметики, 1 тыс. аптек, а также нескольких магазинов других форматов.",https://merchantpoint.ru/brand/1
Магнит, 5MA000024470,5411,no address,no coordinates," «Магнит» — российская сеть розничных магазинов, расположенная в 3,7 тыс. населённых пунктов и состоящая на 2020 год из около 15 тыс. небольших продуктовых магазинов, 500 супермаркетов, 5 тыс. магазинов парфюмерии и косметики, 1 тыс. аптек, а также нескольких магазинов других форматов.",https://merchantpoint.ru/brand/1
Магнит, 8MA000024470,5411,no address,no coordinates," «Магнит» — российская сеть розничных магазинов, расположенная в 3,7 тыс. населённых пунктов и состоящая на 2020 год из около 15 тыс. небольших продуктовых магазинов, 500 супермаркетов, 5 тыс. магазинов парфюмерии и косметики, 1 тыс. аптек, а также нескольких магазинов других форматов.",https://merchantpoint.ru/brand/1
Магнит, LMA000024470,5411,no address,no coordinates," «Магнит» — российская сеть розничных магазинов, расположенная в 3,7 тыс. населённых пунктов и состоящая на 2020 год из около 15 тыс. небольших продуктовых магазинов, 500 супермаркетов, 5 тыс. магазинов парфюмерии и косметики, 1 тыс. аптек, а также нескольких магазинов других форматов.",https://merchantpoint.ru/brand/1
Магнит, MB0000854782,5399,no address,no coordinates," «Магнит» — российская сеть розничных магазинов, расположенная в 3,7 тыс. населённых пунктов и состоящая на 2020 год из около 15 тыс. небольших продуктовых магазинов, 500 супермаркетов, 5 тыс. магазинов парфюмерии и косметики, 1 тыс. аптек, а также нескольких магазинов других форматов.",https://merchantpoint.ru/brand/1
Магнит, EMA000024470,5411,no address,no coordinates," «Магнит» — российская сеть розничных магазинов, расположенная в 3,7 тыс. населённых пунктов и состоящая на 2020 год из около 15 тыс. небольших продуктовых магазинов, 500 супермаркетов, 5 тыс. магазинов парфюмерии и косметики, 1 тыс. аптек, а также нескольких магазинов других форматов.",https://merchantpoint.ru/brand/1
Магнит, IP SAFIN R.A. MAGNIT,5499,no address,no coordinates," «Магнит» — российская сеть розничных магазинов, расположенная в 3,7 тыс. населённых пунктов и состоящая на 2020 год из около 15 тыс. небольших продуктовых магазинов, 500 супермаркетов, 5 тыс. магазинов парфюмерии и косметики, 1 тыс. аптек, а также нескольких магазинов других форматов.",https://merchantpoint.ru/brand/1
Магнит, KASSA MAGNIT,8999,no address,no coordinates," «Магнит» — российская сеть розничных магазинов, расположенная в 3,7 тыс. населённых пунктов и состоящая на 2020 год из около 15 тыс. небольших продуктовых магазинов, 500 супермаркетов, 5 тыс. магазинов парфюмерии и косметики, 1 тыс. аптек, а также нескольких магазинов других форматов.",https://merchantpoint.ru/brand/1
Магнит, GIPERMARKET MAGNIT,5499,no address,no coordinates," «Магнит» — российская сеть розничных магазинов, расположенная в 3,7 тыс. населённых пунктов и состоящая на 2020 год из около 15 тыс. небольших продуктовых магазинов, 500 супермаркетов, 5 тыс. магазинов парфюмерии и косметики, 1 тыс. аптек, а также нескольких магазинов других форматов.",https://merchantpoint.ru/brand/1
Магнит, EVO MAGNIT.,5499,no address,no coordinates," «Магнит» — российская сеть розничных магазинов, расположенная в 3,7 тыс. населённых пунктов и состоящая на 2020 год из около 15 тыс. небольших продуктовых магазинов, 500 супермаркетов, 5 тыс. магазинов парфюмерии и косметики, 1 тыс. аптек, а также нескольких магазинов других форматов.",https://merchantpoint.ru/brand/1
Магнит, EVO MAGNIT,5499,no address,no coordinates," «Магнит» — российская сеть розничных магазинов, расположенная в 3,7 тыс. населённых пунктов и состоящая на 2020 год из около 15 тыс. небольших продуктовых магазинов, 500 супермаркетов, 5 тыс. магазинов парфюмерии и косметики, 1 тыс. аптек, а также нескольких магазинов других форматов.",https://merchantpoint.ru/brand/1
Мегафон, MA0002673278,5732,no address,no coordinates," «МегаФон» — российская телекоммуникационная компания, предоставляющая услуги сотовой связи, а также местной телефонной связи, широкополосного доступа в Интернет, кабельного телевидения и ряд сопутствующих услуг. Владеет мобильным сотовым оператором Yota. Принадлежит холдингу USM.",https://merchantpoint.ru/brand/1
Мегафон, MB0000694824,5732,no address,no coordinates," «МегаФон» — российская телекоммуникационная компания, предоставляющая услуги сотовой связи, а также местной телефонной связи, широкополосного доступа в Интернет, кабельного телевидения и ряд сопутствующих услуг. Владеет мобильным сотовым оператором Yota. Принадлежит холдингу USM.",https://merchantpoint.ru/brand/1
Мегафон, MA0002673393,5732,no address,no coordinates," «МегаФон» — российская телекоммуникационная компания, предоставляющая услуги сотовой связи, а также местной телефонной связи, широкополосного доступа в Интернет, кабельного телевидения и ряд сопутствующих услуг. Владеет мобильным сотовым оператором Yota. Принадлежит холдингу USM.",https://merchantpoint.ru/brand/1
Мегафон, MA0002673440,5732,no address,no coordinates," «МегаФон» — российская телекоммуникационная компания, предоставляющая услуги сотовой связи, а также местной телефонной связи, широкополосного доступа в Интернет, кабельного телевидения и ряд сопутствующих услуг. Владеет мобильным сотовым оператором Yota. Принадлежит холдингу USM.",https://merchantpoint.ru/brand/1
Мегафон, MB0000694801,5732,no address,no coordinates," «МегаФон» — российская телекоммуникационная компания, предоставляющая услуги сотовой связи, а также местной телефонной связи, широкополосного доступа в Интернет, кабельного телевидения и ряд сопутствующих услуг. Владеет мобильным сотовым оператором Yota. Принадлежит холдингу USM.",https://merchantpoint.ru/brand/1
Мегафон, MB0000694819,5732,no address,no coordinates," «МегаФон» — российская телекоммуникационная компания, предоставляющая услуги сотовой связи, а также местной телефонной связи, широкополосного доступа в Интернет, кабельного телевидения и ряд сопутствующих услуг. Владеет мобильным сотовым оператором Yota. Принадлежит холдингу USM.",https://merchantpoint.ru/brand/1
Мегафон, MB0000694827,5732,no address,no coordinates," «МегаФон» — российская телекоммуникационная компания, предоставляющая услуги сотовой связи, а также местной телефонной связи, широкополосного доступа в Интернет, кабельного телевидения и ряд сопутствующих услуг. Владеет мобильным сотовым оператором Yota. Принадлежит холдингу USM.",https://merchantpoint.ru/brand/1
Мегафон, MD.*MEGAFON,4814,no address,no coordinates," «МегаФон» — российская телекоммуникационная компания, предоставляющая услуги сотовой связи, а также местной телефонной связи, широкополосного доступа в Интернет, кабельного телевидения и ряд сопутствующих услуг. Владеет мобильным сотовым оператором Yota. Принадлежит холдингу USM.",https://merchantpoint.ru/brand/1
Мегафон, ATM PAYMENT MEGAFON EL,4814,no address,no coordinates," «МегаФон» — российская телекоммуникационная компания, предоставляющая услуги сотовой связи, а также местной телефонной связи, широкополосного доступа в Интернет, кабельного телевидения и ряд сопутствующих услуг. Владеет мобильным сотовым оператором Yota. Принадлежит холдингу USM.",https://merchantpoint.ru/brand/1
Мегафон, Y.M*megafonnw,4814,no address,no coordinates," «МегаФон» — российская телекоммуникационная компания, предоставляющая услуги сотовой связи, а также местной телефонной связи, широкополосного доступа в Интернет, кабельного телевидения и ряд сопутствующих услуг. Владеет мобильным сотовым оператором Yota. Принадлежит холдингу USM.",https://merchantpoint.ru/brand/1
Мегафон, m-n MegaFon,5722,no address,no coordinates," «МегаФон» — российская телекоммуникационная компания, предоставляющая услуги сотовой связи, а также местной телефонной связи, широкополосного доступа в Интернет, кабельного телевидения и ряд сопутствующих услуг. Владеет мобильным сотовым оператором Yota. Принадлежит холдингу USM.",https://merchantpoint.ru/brand/1
Мегафон, MEGAFON TUGULYM,4812,no address,no coordinates," «МегаФон» — российская телекоммуникационная компания, предоставляющая услуги сотовой связи, а также местной телефонной связи, широкополосного доступа в Интернет, кабельного телевидения и ряд сопутствующих услуг. Владеет мобильным сотовым оператором Yota. Принадлежит холдингу USM.",https://merchantpoint.ru/brand/1
OneTwoTrip, MA0000230353,4722,no address,no coordinates, ,https://merchantpoint.ru/brand/1
OneTwoTrip, MIR.ONETWOTRIP.,4511,no address,no coordinates, ,https://merchantpoint.ru/brand/1
OneTwoTrip, HOMECREDIT.ONETWOTRIP,4511,no address,no coordinates, ,https://merchantpoint.ru/brand/1
OneTwoTrip, IYZICO *ONETWOTRIP.COM,4722,no address,no coordinates, ,https://merchantpoint.ru/brand/1
OneTwoTrip, ONE TWO TRIP.,4511,no address,no coordinates, ,https://merchantpoint.ru/brand/1
OneTwoTrip, ONE TWO TRIP,4511,no address,no coordinates, ,https://merchantpoint.ru/brand/1
Ozon.Travel, OZON.TRAVEL,4511,no address,no coordinates," Ozon Travel — онлайн-сервис для бронирования авиа- и железнодорожных билетов, а также организации деловых поездок. Начал работу в 2009 году. Подключен к системам бронирования Sirena, Amadeus, Sabre и напрямую к сайтам крупных перевозчиков.",https://merchantpoint.ru/brand/1
Ozon.Travel, TCH*WWW.OZON.TRAVEL,4511,no address,no coordinates," Ozon Travel — онлайн-сервис для бронирования авиа- и железнодорожных билетов, а также организации деловых поездок. Начал работу в 2009 году. Подключен к системам бронирования Sirena, Amadeus, Sabre и напрямую к сайтам крупных перевозчиков.",https://merchantpoint.ru/brand/1
Ozon.Travel, YM*OZON.TRAVEL,4511,no address,no coordinates," Ozon Travel — онлайн-сервис для бронирования авиа- и железнодорожных билетов, а также организации деловых поездок. Начал работу в 2009 году. Подключен к системам бронирования Sirena, Amadeus, Sabre и напрямую к сайтам крупных перевозчиков.",https://merchantpoint.ru/brand/1
Ozon.Travel," """"""OZON TRAVEL"""" TRAVEL A""",4112,no address,no coordinates," Ozon Travel — онлайн-сервис для бронирования авиа- и железнодорожных билетов, а также организации деловых поездок. Начал работу в 2009 году. Подключен к системам бронирования Sirena, Amadeus, Sabre и напрямую к сайтам крупных перевозчиков.",https://merchantpoint.ru/brand/1
Ozon.Travel, WWW.OZON.TRAVEL,4511,no address,no coordinates," Ozon Travel — онлайн-сервис для бронирования авиа- и железнодорожных билетов, а также организации деловых поездок. Начал работу в 2009 году. Подключен к системам бронирования Sirena, Amadeus, Sabre и напрямую к сайтам крупных перевозчиков.",https://merchantpoint.ru/brand/1
Почта России, POST RUS.SERVICE.140740,9402,"  —  Московская обл, г Шатура, село Кривандино, ул Центральная, д 56","55.562047, 39.686006", ,https://merchantpoint.ru/brand/1
Почта России, MA0000089019,9402,no address,no coordinates, ,https://merchantpoint.ru/brand/1
Почта России, POST RUS.SERVICE.24934,9402,no address,no coordinates, ,https://merchantpoint.ru/brand/1
Почта России, MA0000529467,9402,no address,no coordinates, ,https://merchantpoint.ru/brand/1
Почта России, VMA000052946,9402,no address,no coordinates, ,https://merchantpoint.ru/brand/1
Почта России, POST RUS.SERVICE.353384,9402,"  —  Краснодарский край, г Крымск, ул Родниковая, д 2б","44.9040799, 37.9891853", ,https://merchantpoint.ru/brand/1
Почта России, POST RUS.SERVICE.385011,9402,"  —  г Майкоп, ул Димитрова, д 5","44.61416, 40.07053", ,https://merchantpoint.ru/brand/1
Почта России, POST RUS.SERVICE.627017,9402,"  —  Тюменская обл, г Ялуторовск, ул Л.Чайкиной, д 26","56.668669, 66.293862", ,https://merchantpoint.ru/brand/1
Пятерочка, MB0000291323,5411,no address,no coordinates," Торговая сеть «Пятёрочка» является частью X5 Group, одной из ведущих продуктовых розничных компаний в России, которая также включает в себя супермаркеты «Перекрёсток» и дискаунтеры «Чижик». По состоянию на 31 декабря 2022 года в стране функционировало 19,164 магазина «Пятёрочка», охватывающих 67 регионов.Первый магазин сети открылся в 1999 году в Санкт-Петербурге, а в 2001 году «Пятёрочка» вышла на рынок Москвы. В 2002 году компания начала развивать франчайзинговую модель, что способствовало её быстрому росту. В 2004 году был открыт сотый магазин, а в 2005 году состоялось первичное публичное размещение акций (IPO) на Лондонской фондовой бирже. В том же году «Пятёрочка» начала свою деятельность по франшизе в Украине, планируя открыть не менее 30 магазинов. Однако весной 2007 года Х5 расторгла соглашение с франчайзи, когда украинская сеть уже включала 23 универсама. Кроме того, в 2004 году «Пятёрочка» также вышла на казахстанский рынок по франшизе, открыв 5 магазинов в Алматы и создав транспортно-складской комплекс, центральный офис и учебный центр. Планировалось расширение до 30 универсамов эконом-класса, но в 2007 году договор с франчайзи был расторгнут, и казахстанская сеть была ребрендирована в супермаркеты «7’Я». В феврале 2005 года «Пятёрочка» приобрела права на использование символики мультфильма «Ну, погоди!» и выпустила две новые серии — 19-ю в 2005 и 20-ю в 2006 годах, которые были сняты режиссером Алексеем Котёночкиным. В 2006 году произошло слияние «Пятёрочки» и «Перекрёстка», что привело к образованию X5 Group, при этом название сети осталось прежним. В 2010 году X5 Group приобрела сеть «Копейка», насчитывающую более 660 магазинов и 7 распределительных центров, которые были впоследствии ребрендированы в «Пятёрочки». В 2013 году была запущена программа обновления магазинов, которая включала увеличение ассортимента скоропортящихся товаров и улучшение выкладки продуктов. На конец 2016 года 94% магазинов работали по новой концепции. В январе 2013 года X5 заключила лицензионное соглашение с Оргкомитетом Зимних Олимпийских игр «Сочи-2014», став официальным оператором розничных продаж Олимпиады и предложив около 1000 товаров с олимпийской символикой во всех магазинах «Пятёрочка» в 45 регионах России.",https://merchantpoint.ru/brand/1
